"","gene_name","module","color","kME_pink","kME_blue","kME_grey","kME_yellow","kME_turquoise","kME_brown","kME_red","kME_black","kME_greenyellow","kME_green","kME_purple","kME_magenta"
"SLC35E3","SLC35E3","blue","blue",-0.0153950020473339,0.231527279065605,0.103230715425058,-0.0028184523896199,0.13743155906038,-0.102773608353368,-0.0107747713275381,0.0157216687885422,0.0664256074779617,-0.00730059070262373,-0.0578331519978858,-0.0229467014674916
"DHRS3","DHRS3","blue","blue",-0.00847326611710278,0.0923420113686613,0.110207458180223,-0.075548018528939,0.0769939374577345,-0.0627482436190254,0.0552492106120415,-0.00553897759919276,-0.00394941360184409,-0.0391829186503031,-0.0315791309396322,0.0166004354820522
"SSH2","SSH2","turquoise","turquoise",-0.0456759100483877,-0.00285048963897619,0.151377620694893,-0.0841225587767943,0.300033659813926,-0.210681958457802,-0.131772084183268,-0.0370701993090801,0.0424365329522902,0.0340010930732153,-0.0600094617914039,0.0380392315965048
"GAB3","GAB3","turquoise","turquoise",-0.0219006761576945,-0.0130880656565754,0.114502167399427,-0.0266214693414043,0.197166986786191,-0.117226107452018,-0.104145870134343,0.0824251248341907,0.00319488914679358,0.128616718677206,-0.0136808749446526,0.0336339853649488
"EPB41L1","EPB41L1","yellow","yellow",0.00771229247861606,-0.0067809385779694,-0.0512405457413769,0.292139591744146,0.0111501352942545,-0.0379943506944231,-0.0696721198360277,0.0773189377591749,-0.0363578747442281,0.0495842483102738,-0.0625303539195173,0.00118312869717957
"SMURF2","SMURF2","greenyellow","greenyellow",-0.0280886179792894,-0.0862311511119118,-0.0102236488759929,-0.044412561205743,-0.091716578100367,0.150508430956104,0.0602341957304102,-0.0672951554555146,0.32060786751284,-0.103066768701166,-0.010646677091417,0.0491358791768432
"ENTPD7","ENTPD7","yellow","yellow",-0.0144479805517804,-0.0357180176546652,-0.0214775646926089,0.119963822673211,-0.0356526811167155,0.0560350694061491,-0.000594163798456424,0.0243471656694893,0.000179238520251546,0.029405163776007,0.00850668627941715,-0.0411885677568948
"IMMP1L","IMMP1L","turquoise","turquoise",0.00714251656553289,-0.00193176958788685,0.0849782046214577,-0.0212378234152182,0.126464604522756,-0.0996720532528491,-0.0704418891663638,0.00951954238979261,-0.00324923432749135,0.053226328456841,-0.0279684999405004,0.00877246261685013
"ARHGAP32","ARHGAP32","green","green",-0.0590408856319829,-0.0119933312240046,0.0934230524324989,-0.020114186763612,0.104133419193295,-0.00219851131968667,-0.045100429033434,0.012281696640845,-0.0317786360424418,0.121787031747722,0.053288868539625,0.0249765098324627
"AL392172.1","AL392172.1","yellow","yellow",-0.00463170958633765,-0.0173954711442062,-0.0213771300198565,0.134373600880163,-0.00298342963991425,0.0198059242321391,-0.0590502559484996,0.0636441410384732,-0.00687807078632157,0.0576527596691423,-0.0258171137861391,-0.027594018322565
"ZNF516","ZNF516","green","green",-0.0569007710727532,-0.000404770980444901,0.0914383068299345,-0.0527155028856363,0.0848874647022067,0.0216611537118078,0.0272150278729144,0.0179290326153403,-0.027788552993294,0.0892467080234344,0.0653832591778009,0.0225951798434879
"IGFBP2","IGFBP2","black","black",0.0922490779901633,-0.00541746134328101,-0.067604790746889,0.0483547764164217,0.00755337959693217,-0.062157433982774,-0.0945008025863443,0.50574423760887,-0.0404638245389766,0.0838784616858333,-0.0715090513530886,-0.0267766554891804
